"participantID","block","randomSeed","letterSeparation","letterEccentricity","itemRate","condition","expDegrees","letterOrder1","target1","response1","responseLetter1","RT1","letterOrder2","target2","response2","responseLetter2","RT2","endTime","resp1otherStream","resp2otherStream","condName","oneQueriedFirst"
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","24,7,11,22,10,9,6,16,4,12,19,8,18,1,20,15,13,21,23,14,2,3,5,17","14",14,"1","2.59025023388676","8,15,3,16,24,22,17,7,12,1,4,6,20,11,23,14,13,18,19,5,9,10,2,21","14",13,"20","4.76507950085215",736186.478331966,10,15,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","15,2,6,19,7,11,14,20,4,12,22,3,5,16,24,17,18,1,8,10,9,21,23,13","18",18,"1","5.37021818407811","5,21,16,10,13,4,19,11,18,3,2,24,7,14,6,12,15,1,23,9,17,22,8,20","18",19,"23","2.90755816199817",736186.478331966,18,23,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","19,7,8,24,21,3,16,10,5,23,12,11,18,2,17,6,20,1,14,13,4,22,15,9","11",11,"12","4.78477380005643","16,13,17,9,21,4,12,22,14,3,10,11,8,23,15,1,24,20,7,5,18,2,6,19","11",12,"11","2.33013437408954",736186.478331966,7,12,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","4,16,7,17,12,5,2,6,13,9,10,8,11,15,18,21,14,19,24,22,1,20,23,3","15",15,"18","2.74043527292088","18,14,6,21,23,12,7,10,8,16,11,5,13,17,4,2,15,3,19,22,9,24,1,20","15",15,"4","6.18046555202454",736186.478331966,1,1,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","16,8,10,9,1,14,15,18,4,3,2,13,5,11,22,12,23,19,20,24,17,21,7,6","18",18,"19","3.32032868405804","3,21,6,5,23,10,24,11,13,8,12,16,7,22,17,18,15,19,14,20,1,9,2,4","18",20,"20","5.13576738792472",736186.478331966,18,19,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","5,20,21,17,23,11,12,16,10,2,19,3,18,4,7,15,1,9,13,8,22,6,14,24","14",14,"4","2.3143485118635","2,10,6,12,3,7,23,14,20,11,16,24,21,5,9,17,18,8,22,1,4,15,19,13","14",17,"18","4.41812833095901",736186.478331966,21,13,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","15,5,24,17,13,20,21,8,4,10,11,16,9,2,12,14,19,7,6,3,18,23,1,22","11",1,"15","2.73673433600925","17,6,4,13,15,18,9,10,12,20,8,19,16,1,24,11,23,21,22,3,5,2,7,14","11",11,"8","7.88164524617605",736186.478331966,5,8,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","13,20,23,15,4,14,5,17,16,21,18,12,11,19,9,6,8,2,22,10,7,3,24,1","9",9,"16","3.33590652886778","18,24,15,14,10,4,6,5,23,12,11,2,16,8,22,7,9,17,19,21,1,20,3,13","9",10,"12","6.43178239394911",736186.478331966,13,12,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","16,10,13,9,24,1,12,5,11,3,2,7,15,20,6,18,4,21,17,14,19,23,22,8","13",8,"5","9.75047056400217","19,20,16,21,7,3,1,15,14,10,11,24,8,4,2,6,23,5,22,9,13,12,18,17","13",23,"18","6.64810978807509",736186.478331966,18,16,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","12,8,17,5,7,13,18,4,23,21,1,6,10,11,22,9,14,24,2,3,20,16,15,19","7",7,"18","7.48355381190777","14,13,24,10,9,1,20,18,12,17,2,8,21,15,19,4,6,16,11,3,5,7,23,22","7",16,"4","4.93793705897406",736186.478331966,8,8,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","13,11,23,16,21,12,19,4,20,24,22,17,7,6,18,10,8,14,9,15,1,5,3,2","14",4,"16","6.05105295102112","2,19,13,22,24,9,7,23,8,18,4,17,1,10,20,21,11,16,14,12,6,5,15,3","14",15,"20","2.88382280804217",736186.478331966,18,9,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","10,20,15,18,22,14,8,19,12,13,11,7,17,9,24,4,23,21,6,2,3,5,1,16","16",17,"23","2.97547254199162","18,3,7,19,10,22,8,5,24,1,23,20,11,14,16,15,4,12,2,21,17,13,9,6","16",17,"4","5.25635513709858",736186.478331966,11,16,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","14,10,19,15,3,12,16,23,4,6,8,24,11,20,22,21,13,1,2,17,5,7,9,18","9",9,"4","3.07492834189907","3,16,19,8,20,10,13,9,15,6,12,1,2,21,18,23,4,17,24,11,7,22,14,5","9",23,"14","12.1474891270045",736186.478331966,17,1,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","1,8,14,17,2,16,24,15,5,13,10,19,6,23,4,18,7,3,20,9,12,11,22,21","7",8,"15","3.9143609541934","18,21,10,11,1,8,14,15,17,20,5,9,7,13,12,4,2,24,6,22,3,16,19,23","7",9,"17","2.41011907416396",736186.478331966,8,4,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","19,12,7,24,18,16,15,11,3,13,21,5,17,1,4,20,10,23,14,8,9,22,6,2","16",16,"20","6.9144764628727","24,13,1,20,3,6,9,8,23,4,7,16,10,21,12,18,11,2,14,15,22,17,5,19","16",16,"18","4.53128447989002",736186.478331966,4,5,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","22,8,10,18,7,16,4,12,17,13,6,24,5,19,1,9,14,15,3,11,2,21,20,23","8",8,"12","4.24604843207635","23,1,15,4,5,3,16,9,6,24,14,12,11,2,10,17,19,20,13,18,7,8,22,21","8",23,"22","6.06107969000004",736186.478331966,12,1,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","5,3,6,1,15,2,12,8,23,16,4,13,17,11,19,10,24,18,7,22,9,21,14,20","14",15,"19","4.13351177400909","15,7,19,11,4,22,21,16,10,12,23,2,9,20,17,6,3,13,5,1,8,24,14,18","14",8,"16","2.56531293480657",736186.478331966,3,10,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","14,15,22,21,12,6,9,7,1,13,11,8,5,4,10,16,23,18,20,3,19,2,24,17","7",9,"1","2.68191541591659","5,3,9,7,10,21,13,4,8,19,20,12,2,18,16,14,1,15,11,22,17,6,23,24","7",12,"12","4.92257774597965",736186.478331966,17,5,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","18,6,12,9,8,16,10,7,1,24,11,3,19,13,2,20,23,15,22,21,5,4,17,14","12",11,"11","7.24943671911024","15,10,1,9,6,22,18,12,13,21,16,4,17,20,3,5,7,24,14,19,8,11,23,2","12",1,"15","5.14403944904916",736186.478331966,22,18,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","6,21,4,7,13,14,22,18,5,12,24,23,9,15,20,19,1,11,2,17,3,10,16,8","18",19,"2","2.8136821819935","22,12,7,23,9,1,10,21,2,19,11,24,15,14,13,17,8,6,4,20,5,3,18,16","18",2,"12","4.81325006694533",736186.478331966,9,10,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","10,24,22,18,15,2,4,11,16,23,19,20,1,21,12,3,6,14,5,13,7,17,9,8","18",9,"16","14.5092299580574","7,22,23,1,21,12,14,4,9,5,15,8,24,11,19,6,17,13,18,10,3,2,16,20","18",7,"14","5.42270364519209",736186.478331966,23,18,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","21,16,7,10,4,5,15,22,1,8,12,13,6,11,18,24,23,3,9,14,19,17,20,2","12",11,"12","2.69929564907216","21,11,17,2,15,16,13,4,22,18,10,5,3,19,12,23,9,24,7,8,1,20,6,14","12",8,"4","4.93019583495334",736186.478331966,15,5,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","4,12,24,23,13,21,7,22,3,1,2,11,8,20,15,10,5,18,16,6,17,19,14,9","11",11,"2","4.28433477296494","22,23,21,12,19,13,10,15,7,9,8,18,3,20,5,17,16,24,6,4,11,14,2,1","11",12,"18","2.26890301005915",736186.478331966,23,18,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","11,17,15,13,22,16,12,7,23,1,9,10,4,6,5,2,8,14,3,21,19,20,24,18","13",13,"4","9.02063460904174","10,16,7,20,23,24,15,21,22,3,9,13,11,14,2,1,8,6,19,18,5,17,4,12","13",7,"15","6.74873524508439",736186.478331966,23,3,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","17,11,15,10,7,9,18,6,1,14,3,12,16,5,21,8,20,4,24,19,2,23,13,22","18",12,"12","3.15781370503828","12,19,4,24,10,13,14,8,18,17,22,7,1,3,11,15,6,2,20,16,23,21,5,9","18",19,"20","4.66844909801148",736186.478331966,1,17,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","24,14,5,4,1,9,7,18,20,16,6,21,15,19,12,2,8,11,17,23,22,3,10,13","9",18,"11","4.98105142102577","3,10,5,19,20,2,14,13,1,22,15,7,6,9,17,18,23,21,4,11,24,8,16,12","9",11,"15","8.07620007707737",736186.478331966,20,13,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","4,2,5,11,20,18,9,12,16,8,19,15,13,23,14,10,7,22,3,17,21,6,1,24","12",12,"15","3.49797217897139","9,21,8,10,5,23,20,13,4,1,24,15,17,6,3,16,14,12,7,19,18,2,22,11","12",16,"16","2.17888087104075",736186.478331966,12,9,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","19,22,20,21,12,15,7,6,24,4,11,14,18,23,5,9,1,17,10,3,2,8,13,16","14",13,"18","6.56949565000832","12,23,9,2,6,17,3,14,19,8,5,20,15,18,16,4,10,7,1,11,22,13,24,21","14",16,"4","4.46547834691592",736186.478331966,14,10,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","7,10,19,21,2,22,24,6,11,12,23,5,16,9,4,13,18,17,14,8,15,3,20,1","7",10,"12","6.16356167220511","18,22,3,15,11,9,4,1,8,5,17,12,19,21,24,2,7,20,13,23,14,10,16,6","7",16,"2","8.7089003440924",736186.478331966,12,5,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","9,5,7,11,12,4,16,14,18,6,21,22,15,24,2,13,19,17,10,8,20,23,3,1","7",7,"16","2.3630834009964","24,11,3,8,7,23,18,15,13,2,16,9,4,19,12,5,14,17,22,1,6,20,10,21","7",7,"18","3.92301525594667",736186.478331966,11,9,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","8,17,9,3,21,4,10,6,7,19,5,22,13,23,20,2,1,11,12,16,24,15,14,18","18",19,"12","6.74803401110694","16,8,1,5,24,18,17,6,4,2,14,12,23,7,22,3,9,10,15,20,19,11,13,21","18",1,"16","4.84390607499518",736186.478331966,12,20,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","23,11,3,20,21,12,10,7,19,14,6,13,16,18,2,15,24,5,1,22,17,4,9,8","10",10,"14","2.3204747189302","5,23,6,16,2,19,11,21,20,14,18,10,15,24,1,17,3,4,8,12,9,13,7,22","10",11,"18","4.08928664610721",736186.478331966,10,14,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","21,2,22,12,8,7,10,5,11,19,13,3,17,18,4,23,9,14,20,16,15,1,24,6","11",12,"3","4.0539338500239","17,16,13,7,18,6,15,8,12,19,3,22,2,11,4,20,24,1,9,14,21,10,5,23","11",12,"22","2.28472349396907",736186.478331966,11,3,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","7,23,15,17,5,11,12,6,19,18,13,8,1,9,21,2,16,4,3,10,24,14,22,20","13",13,"1","1.98027746798471","10,4,22,21,13,16,7,20,23,9,18,17,14,6,15,2,19,24,1,3,8,12,11,5","13",14,"6","3.55487737199292",736186.478331966,19,8,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","3,9,16,2,14,15,11,6,1,5,21,7,18,4,12,10,17,24,13,23,19,22,20,8","8",9,"1","2.58167304494418","17,24,15,23,11,14,13,6,2,8,9,3,16,12,19,1,21,20,10,4,5,22,18,7","8",3,"15","8.29304927005433",736186.478331966,16,6,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","18,2,23,11,6,20,12,16,17,21,7,3,5,24,9,14,1,22,19,15,10,13,8,4","11",10,"21","3.81359725887887","8,12,14,23,20,16,7,15,5,11,19,17,18,2,9,22,3,24,6,4,13,21,1,10","11",11,"19","7.41318457690068",736186.478331966,22,19,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","3,16,23,12,10,9,14,21,8,1,20,2,24,17,7,22,4,15,11,19,18,6,13,5","10",10,"1","4.53331415401772","18,15,16,7,14,4,1,23,19,6,5,17,20,8,22,13,10,2,24,21,9,3,11,12","10",9,"19","2.87839666497894",736186.478331966,7,20,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","18,16,4,23,24,8,1,9,5,17,3,19,15,11,20,6,21,12,22,2,10,14,13,7","12",13,"15","2.30000322195701","10,6,4,19,16,12,21,23,1,18,14,24,22,13,15,8,9,3,20,7,2,5,17,11","12",13,"22","4.00449973694049",736186.478331966,15,19,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","24,2,22,18,1,15,7,20,14,21,11,19,9,17,13,16,4,10,23,12,3,6,8,5","10",10,"21","7.10573056805879","8,22,13,20,15,10,2,6,24,7,3,9,16,19,18,12,21,11,1,4,5,23,14,17","10",15,"18","2.19311417103745",736186.478331966,17,4,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","10,22,23,1,17,2,15,7,13,21,20,5,14,8,4,11,18,12,19,6,3,9,24,16","12",13,"14","3.04274858720601","19,13,11,9,6,20,10,4,16,12,15,7,1,18,2,22,17,14,24,21,5,23,8,3","12",20,"21","5.9951181630604",736186.478331966,18,10,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","8,23,6,22,3,5,1,17,11,14,15,21,12,7,16,10,24,13,19,9,2,18,4,20","17",18,"13","4.07699491712265","10,11,15,8,9,14,16,5,20,2,12,3,21,4,6,19,24,18,22,17,23,7,1,13","17",19,"22","5.67006615409628",736186.478331966,24,4,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","4,14,18,5,2,6,10,13,19,22,15,11,3,20,23,21,9,17,24,7,8,1,16,12","14",15,"23","2.04320555599406","11,4,20,21,15,3,8,10,1,6,23,12,5,19,18,17,7,24,13,2,22,14,9,16","14",15,"18","3.69969561416656",736186.478331966,11,3,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","2,7,18,6,15,23,14,10,24,21,13,1,20,5,3,12,11,9,22,4,16,8,17,19","9",16,"12","4.32911264407448","5,4,11,10,15,17,20,12,19,21,6,2,22,7,8,18,16,23,1,14,24,3,13,9","9",16,"18","2.68898523109965",736186.478331966,8,3,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","9,18,8,21,24,15,23,16,19,6,7,20,14,5,22,13,2,11,3,1,12,17,10,4","14",15,"22","5.19848585408181","20,18,9,22,24,2,19,8,17,3,13,14,16,21,12,1,10,4,23,5,11,6,15,7","14",15,"12","7.34145765099674",736186.478331966,4,21,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","5,7,15,1,16,12,13,18,14,22,10,20,19,11,4,23,24,6,9,17,2,3,21,8","18",18,"6","2.90207516099326","17,5,9,10,8,1,16,13,21,20,12,15,22,6,14,18,24,3,7,23,19,2,11,4","18",18,"3","4.43749518902041",736186.478331966,14,22,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","20,7,18,5,12,4,24,6,2,11,3,13,16,22,23,14,17,9,19,10,15,8,21,1","17",21,"15","1.85902769095264","13,9,11,23,5,8,15,19,21,12,22,14,3,1,6,16,17,7,10,18,2,24,4,20","17",17,"17","3.40324688702822",736186.478331966,7,17,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","5,24,3,10,19,14,23,1,16,15,22,2,21,4,9,13,7,12,8,11,18,20,17,6","9",9,"16","4.29466859600507","17,9,10,11,8,6,12,22,1,15,5,3,2,16,7,21,23,13,20,19,4,24,14,18","9",10,"15","2.74933892395347",736186.478331966,14,10,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","21,2,16,7,1,4,19,15,20,17,9,5,22,18,11,3,24,8,6,12,10,23,13,14","9",8,"15","2.42901856917888","22,14,23,17,24,18,3,4,1,6,15,11,20,7,12,9,5,21,19,2,10,13,8,16","9",9,"1","4.00442089210264",736186.478331966,11,5,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","3,10,2,16,11,12,20,6,7,19,22,1,14,18,9,15,4,24,8,5,13,23,21,17","12",12,"1","3.17227936116979","19,9,8,14,23,4,13,21,12,22,6,10,5,17,1,2,7,11,3,15,16,20,18,24","12",4,"14","6.70893482607789",736186.478331966,15,13,"Downwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"2","270,90","8,13,5,20,16,23,14,22,24,2,17,7,15,11,18,6,12,19,10,3,4,9,21,1","17",19,"10","4.21733331098221","7,22,23,15,2,3,1,6,20,14,12,18,24,10,16,21,4,19,11,17,13,9,8,5","17",19,"11","2.47241231612861",736186.478331966,14,14,"Downwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","17,16,2,21,11,13,22,23,8,9,7,24,4,18,19,1,3,5,12,10,14,6,15,20","11",13,"4","5.15853852103464","16,18,6,11,20,23,22,4,14,21,5,24,17,19,10,1,7,8,9,15,3,12,2,13","11",22,"12","3.22977114492096",736186.478331966,8,19,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","22,2,21,18,10,24,12,4,16,19,15,23,8,3,13,20,7,5,14,11,17,9,6,1","8",10,"19","2.71571548306383","24,9,10,23,15,3,20,21,19,12,4,22,1,14,2,7,18,8,17,16,5,11,6,13","8",10,"12","4.88262776611373",736186.478331966,9,7,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","15,16,2,19,3,7,14,6,13,22,4,8,12,11,5,9,21,20,10,17,24,23,18,1","13",19,"10","3.03412566403858","12,11,18,17,5,3,22,9,14,4,23,10,13,1,20,6,24,19,7,2,16,8,21,15","13",14,"1","1.64970432803966",736186.478331966,12,24,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","7,5,2,20,16,22,23,15,12,21,10,24,19,9,1,18,3,4,6,11,13,17,8,14","13",3,"2","5.02678664005361","24,21,23,8,15,12,18,20,9,14,11,2,10,17,5,1,13,7,16,4,22,3,19,6","13",13,"10","2.66664955299348",736186.478331966,12,11,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","4,15,11,21,18,24,12,8,10,7,13,5,1,9,23,14,17,19,6,3,16,22,2,20","7",1,"4","2.5658186969813","15,12,24,18,23,17,21,4,16,5,13,2,14,1,3,8,19,9,22,6,7,11,20,10","7",2,"12","3.93998605199158",736186.478331966,8,7,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","10,1,12,21,4,13,15,17,3,24,11,5,9,6,22,19,8,14,23,20,2,16,7,18","14",16,"19","6.58814959297888","7,15,6,21,18,23,16,8,19,20,17,12,3,9,1,5,14,13,2,10,4,22,11,24","14",15,"1","3.60486233094707",736186.478331966,9,2,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","19,1,22,11,15,9,12,16,8,24,6,21,3,5,14,2,20,7,4,10,13,23,17,18","10",17,"20","2.79852183209732","3,21,14,12,18,17,11,9,8,4,20,10,6,13,19,23,22,15,24,2,16,1,7,5","10",10,"4","4.91747227706946",736186.478331966,11,19,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","15,24,6,22,13,20,3,19,8,11,14,5,1,7,23,4,16,10,12,21,9,17,2,18","17",18,"10","3.67104144394398","1,20,3,2,16,19,23,15,5,9,4,18,11,24,21,17,12,22,6,14,7,13,8,10","17",17,"12","5.77706078183837",736186.478331966,24,19,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","17,4,20,3,6,13,8,11,18,19,16,9,10,24,12,23,14,1,22,2,5,15,21,7","12",15,"12","3.43360980786383","10,9,17,6,8,15,20,16,12,24,2,11,22,1,14,18,4,23,21,3,19,5,13,7","12",1,"10","2.1133707978297",736186.478331966,9,13,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","20,7,3,4,5,6,21,13,17,9,15,18,24,23,2,14,10,19,12,22,1,16,8,11","7",19,"12","3.30768213211559","17,23,12,13,1,18,15,9,10,5,19,2,6,11,16,22,24,21,7,8,20,3,14,4","7",7,"15","1.8272850040812",736186.478331966,3,11,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","4,5,17,7,24,20,13,6,22,15,21,11,9,8,10,14,12,3,19,23,18,16,2,1","18",19,"19","3.21822799812071","13,3,17,6,4,5,15,9,23,20,18,1,24,22,8,11,10,7,12,14,2,16,19,21","18",19,"12","1.82534846500494",736186.478331966,23,17,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","12,9,13,10,15,6,14,22,5,19,20,4,3,23,7,18,8,16,21,1,2,24,17,11","11",10,"19","4.10768446698785","14,6,23,15,16,13,2,20,4,5,12,22,11,7,19,21,10,9,3,18,24,8,17,1","11",12,"22","1.92325996584259",736186.478331966,15,8,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","5,15,10,20,9,19,6,12,14,11,8,21,2,7,1,23,17,16,24,4,22,3,13,18","10",10,"11","2.27646359312348","4,12,20,16,15,14,21,3,7,17,18,10,24,13,8,6,9,23,1,11,19,22,5,2","10",11,"18","3.77197411609814",736186.478331966,20,24,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","17,12,24,22,21,1,20,10,3,13,5,11,8,7,6,19,18,23,4,2,16,14,9,15","17",17,"18","1.72362369811162","10,12,22,18,16,4,19,1,14,2,7,24,11,21,9,17,3,15,5,20,13,23,8,6","17",18,"15","3.33857253496535",736186.478331966,4,24,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","22,23,20,17,16,2,11,5,18,6,19,9,24,3,4,1,21,8,7,10,12,14,13,15","16",16,"1","5.71655938914046","17,8,16,24,3,6,23,9,11,7,13,1,4,5,21,20,2,12,19,18,10,15,14,22","16",15,"21","3.90028588217683",736186.478331966,12,17,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","4,1,8,23,2,15,5,18,17,11,13,14,3,19,22,24,9,10,21,6,12,7,16,20","13",13,"3","2.72650213399902","19,3,9,20,23,15,7,22,10,18,12,6,13,5,14,2,21,11,8,17,1,16,4,24","13",6,"15","4.79785569896922",736186.478331966,2,6,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","20,18,11,15,8,9,23,5,1,7,21,3,14,22,16,6,10,24,12,13,4,2,19,17","8",9,"1","2.56930806301534","23,1,2,3,12,5,20,13,10,7,6,19,11,14,17,8,18,9,15,24,16,4,22,21","8",9,"10","3.80033262586221",736186.478331966,2,17,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","15,2,8,18,9,13,4,14,16,23,24,21,10,6,11,12,20,22,19,3,1,7,17,5","16",16,"12","2.04936804505996","21,5,16,22,8,6,11,10,18,19,13,20,24,23,4,17,14,12,15,3,9,7,1,2","16",17,"14","3.30503757786937",736186.478331966,18,8,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","10,5,1,14,9,13,21,11,6,16,23,20,24,2,3,4,15,8,7,12,18,19,17,22","16",14,"2","6.9004194419831","8,23,22,17,19,10,18,1,12,15,4,2,21,3,7,9,6,5,11,24,14,13,16,20","16",16,"9","5.05953265400603",736186.478331966,12,5,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","18,10,2,22,14,12,13,4,3,7,8,17,15,11,6,21,19,16,9,24,23,5,1,20","16",16,"21","2.71523364610039","9,23,13,3,17,6,12,2,5,14,8,19,1,18,16,15,4,7,20,22,11,24,10,21","16",16,"15","4.62670097197406",736186.478331966,24,13,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","21,13,4,15,17,18,6,3,19,24,12,22,2,1,5,16,7,23,8,20,11,14,10,9","17",20,"20","2.1640365361236","6,11,14,24,9,1,18,15,13,3,23,19,7,16,2,10,20,4,17,8,22,5,21,12","17",18,"4","3.96593674714677",736186.478331966,17,3,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","24,12,21,19,9,8,23,14,15,13,20,2,4,22,17,18,10,7,1,5,16,6,11,3","18",23,"11","2.36171455099247","2,3,13,23,21,7,1,6,14,8,5,15,16,9,20,11,4,12,24,17,10,18,19,22","18",18,"12","3.96222933800891",736186.478331966,16,2,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","15,7,17,16,3,11,20,1,22,9,10,19,6,23,18,24,13,8,12,4,14,21,5,2","17",17,"13","1.80801964597777","9,8,20,21,18,24,5,22,7,23,12,14,17,19,10,11,2,3,16,6,13,15,1,4","17",17,"2","3.39113170700148",736186.478331966,21,24,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","8,2,10,5,13,22,21,1,24,20,16,6,4,23,11,12,17,15,19,3,18,9,14,7","10",11,"16","2.25205255695619","8,24,20,5,7,15,2,6,16,3,19,21,14,10,9,4,18,12,23,17,13,11,22,1","10",23,"22","4.51511318096891",736186.478331966,9,6,"Upwards",FALSE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","11,13,8,10,3,18,7,5,17,22,16,19,15,1,2,23,21,9,14,20,24,4,12,6","16",17,"21","3.25127293495461","6,11,8,20,16,5,17,10,4,18,3,21,19,7,9,1,13,15,2,22,23,24,14,12","16",16,"1","1.77818277012557",736186.478331966,12,14,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","18,4,2,11,16,8,21,10,12,5,22,1,3,14,13,7,17,9,24,20,19,6,23,15","8",13,"3","4.06366782798432","22,12,23,10,14,19,13,3,21,20,8,7,15,16,24,6,5,18,2,17,11,1,4,9","8",9,"21","2.04790305998176",736186.478331966,8,7,"Upwards",TRUE
"AD","1",207605.9193,8.48528137423857,6,8,"4","270,90","13,11,23,16,14,1,10,17,4,6,3,21,2,20,5,9,22,24,19,15,12,18,8,7","18",1,"13","2.87447633803822","10,5,6,13,8,21,22,2,11,7,14,16,17,18,9,1,12,20,19,15,24,23,3,4","18",19,"19","4.81067143101245",736186.478331966,4,19,"Upwards",FALSE
